"output_yield","planted_area","harvested_area","production_ton","yield_ha_area","sale_price","fertilizer_use","cost","Temp","RainDay","Rainfall"
527,423531,420455,222995,530,7353.5,24.21,4323.04,1,8,5
521,55983,55423,29147,526,7353.5,21.67,4323.04,7,4,10
585,14586,14511,8531,588,7353.5,24.82,4323.04,29,5,10
625,123322,122088,77129,632,7353.5,25.46,4323.04,9,12,10
409,88205,87984,36033,410,7353.5,12.77,4323.04,11,4,7
424,187412,186455,79439,426,7702.5,18.08,4323.04,7,16,4
586,1202559,1195361,704554,589,7167,34.28,4323.04,23,15,7
525,908811,886796,476888,538,7602.5,32.52,4323.04,15,9,10
558,39689,39539,22143,560,7353.5,27.96,4323.04,19,6,0
530,9144,9116,4847,532,7353.5,19.69,4323.04,30,14,10
604,463913,461086,280366,608,7470,31.11,4323.04,21,0,8
569,1241010,1214360,706318,582,7520,31.86,4323.04,6,3,1
586,1577723,1560964,925328,593,7219,32.08,4323.04,21,11,10
576,2152298,2098509,1238935,590,7286.5,35.2,4323.04,25,16,5
619,429190,424991,265708,625,7338.5,33.9,4323.04,14,11,1
570,870345,867733,496087,572,7226,25.36,4323.04,29,0,8
389,16095,15934,6258,393,7026.5,15.98,3692.43,7,2,1
319,176667,174900,56353,322,7026.5,16.67,3692.43,27,0,9
371,389129,381720,144266,378,7026.5,16.7,3692.43,2,5,10
368,159821,157489,58835,374,7026.5,19.58,3692.43,28,3,3
282,95014,86848,26796,309,7026.5,18.05,3692.43,6,3,2
335,521326,507034,174493,344,7026.5,16.73,3692.43,26,10,1
368,755413,747685,277683,371,7026.5,16.55,3692.43,16,14,7
376,109596,107347,41175,384,7026.5,19.57,3692.43,10,15,8
353,803056,770434,283473,368,7026.5,20.85,3692.43,2,7,9
335,639815,627309,214041,341,7026.5,18.98,3692.43,24,16,4
337,2608743,2582656,878572,340,7026.5,20.76,3692.43,22,0,1
380,2733580,2691075,1039377,386,7026.5,29.62,3692.43,15,2,10
385,3061433,2969520,1179595,397,6914.5,28.43,3692.43,14,12,9
373,2603178,2551114,972186,381,6939.5,27.84,3692.43,26,16,2
353,1075778,1031201,379432,368,7026.5,27.22,3692.43,12,1,3
367,2219952,2160415,814675,377,7026.5,27.15,3692.43,9,5,0
364,346793,343325,126173,368,7026.5,23.13,3692.43,5,13,8
301,594785,531049,179188,337,7026.5,23.64,3692.43,23,14,6
318,919822,836931,292923,350,6807,19.99,3692.43,12,17,8
345,3128269,2801942,1079738,385,7120,27.92,3692.43,26,13,0
630,310852,307743,195837,636,8094.5,44.46,4745.14,12,7,6
537,634613,622835,340914,547,7796.5,32.99,4745.14,9,9,10
685,265150,262499,181628,692,7920,46.09,4745.14,19,4,10
670,701539,700487,470031,671,7797.5,47.55,4745.14,15,16,9
732,1272114,1270843,931187,733,7761,47.83,4745.14,1,1,6
653,325719,325392,212695,654,7720.5,44.77,4745.14,16,13,6
655,710582,707029,465431,658,7599.5,39.88,4745.14,14,2,4
718,87412,87325,62762,719,7445.5,38.21,4745.14,10,4,5
675,78118,77962,52730,676,7513,44.18,4745.14,4,6,2
710,319112,318825,226570,711,7641.5,46.21,4745.14,12,6,3
572,365818,364903,209248,573,7175,34.79,4745.14,19,11,4
414,383899,382374,158905,416,6937.5,25.23,4745.14,9,2,3
629,618922,616440,389604,632,6600,39.53,4745.14,16,14,3
311,715315,686003,222602,324,7445.5,23.43,4745.14,17,6,1
365,18722,18535,6834,369,7445.5,25.98,4745.14,17,9,6
411,15742,15635,6470,414,7445.5,28.03,4745.14,15,16,5
456,16886,16752,7700,460,7445.5,33.32,4745.14,25,17,10
475,67209,66537,31924,480,7445.5,32.11,4745.14,16,8,9
786,20885,20843,16416,788,7062.5,39.41,4745.14,9,14,5
705,7763,7732,5473,708,7287.5,38.03,4745.14,30,11,0
740,333190,332508,246581,742,7468.5,45.24,4745.14,13,11,5
597,377244,373472,225215,603,7331,37.21,4745.14,30,6,8
670,278315,276088,186471,675,7387.5,46.78,4745.14,19,17,5
712,3497,3497,2490,712,7350,38.18,4745.14,18,17,4
698,299257,298659,208881,699,7337.5,40.74,4745.14,20,16,3
541,23146,22452,12522,558,7337.5,32.6,4745.14,23,6,10
386,4950,4851,1911,394,7900,37.84,4003.03,29,12,5
340,1049,1035,357,345,7900,11.82,4003.03,7,12,3
440,5124,5073,2255,445,7900,29.65,4003.03,11,2,8
324,1380,1380,447,324,7900,26.51,4003.03,11,3,1
507,67,67,34,507,7900,28.99,4003.03,26,17,5
311,6696,6663,2082,312,7900,17.27,4003.03,16,16,5
388,12520,12417,4858,391,7900,23.43,4003.03,21,15,6
384,285879,258369,109778,425,7900,28.86,4003.03,26,9,2
387,130090,122815,50345,410,7900,29.37,4003.03,4,14,0
537,198117,197198,106389,540,7900,29.78,4003.03,2,2,9
393,24967,24784,9812,396,7900,31.03,4003.03,2,13,8
355,80867,79814,28708,360,7900,24.03,4003.03,23,2,0
356,25348,25181,9024,358,7900,20.93,4003.03,17,15,6
390,52342,51295,20413,398,7900,20.93,4003.03,12,7,3
